X,Y,OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,ORIG_FID,GlobalID
-104.5531363,32.14092525,1215,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017-06-22T00:00:00.000Z,NM,IM,904780,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047926#Carlsbad Caverns National Park,Carlsbad Caverns,381,c2ecf69c-92cf-4755-abb4-db7cee501421
-77.02430875,38.91088511,910,CAWO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAWO/Metadata/cawo_metadata.xml,Carter G. Woodson National Historic Site,2006-03-22T00:00:00.000Z,MD,NC,2085144,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048147#Carter G. Woodson Home National Historical Site,Carter G. Woodson Home,76,76013c63-8e15-4b8b-9aa2-a8358a464ad7
-111.5325383,32.99702566,1093,CAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAGR/Metadata/cagr_metadata.xml,Casa Grande Ruins National Monument,2014-06-27T00:00:00.000Z,AZ,IM,44811,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2215969#Casa Grande Ruins National Monument,Casa Grande Ruins,259,756dca7e-6509-47bb-a196-12988c33b5ec
-81.31217173,29.897857,892,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,2005-02-28T00:00:00.000Z,FL,SE,307911,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047924#Castillo de San Marcos National Monument,Castillo de San Marcos,58,4d75594a-4343-46ec-a36a-364cbf5af3cb
-74.01680558,40.70347795,924,CACL,Lands - http://landsnet.nps.gov/tractsnet/documents/CACL/Metadata/cacl_metadata.xml,Castle Clinton National Monument,2007-02-16T00:00:00.000Z,NY,NE,945983,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047919#Castle Clinton National Monument,Castle Clinton,90,fb6f7edb-d41f-4d45-bd4c-8e3e91dd447f
-115.1258986,35.22833027,1139,CAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAMO/METADATA/camo_metadata.xml,Castle Mountains National Monument,2016-03-01T00:00:00.000Z,CA,PW,2775863,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2229071#Castle Mountains National Monument,Castle Mountain,305,c605ee74-0a8e-4a46-ac02-34801e4b450d
-77.46122133,39.64821119,994,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,2010-09-15T00:00:00.000Z,MD,NC,583623,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/2166419#Catoctin Mountain Park,Catoctin Mountain,160,8fa326fa-1265-49d6-88b2-4ad152401201
-112.8452681,37.63545088,911,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,2006-04-18T00:00:00.000Z,UT,IM,1439558,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047930#Cedar Breaks National Monument,Cedar Breaks,77,c232a8c4-8bed-41fd-bcc8-f3d7fd274e81
-78.31608609,38.9923793,880,CEBE,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBE/Metadata/cebe_metadata.xml,Cedar Creek and Belle Grove National Historical Park,2005-04-07T00:00:00.000Z,VA,NE,1985663,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048148#Cedar Creek Belle Grove National Historical Park,Cedar Creek & Belle Grove,46,d959dad2-ed74-46c8-922c-d4c941b67403
-118.5615781,35.22729381,1079,CECH,Lands - http://landsnet.nps.gov/tractsnet/documents/CECH/Metadata/cech_metadata.xml,Cesar E. Chavez National Monument,2013-02-05T00:00:00.000Z,CA,PW,2754548,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2208007#Cesar E. Chavez National Monument,César E. Chávez,245,58c6843e-8401-48f5-a3b6-78a10a98e91d
-107.9481528,36.04492194,1216,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/METADATA/chcu_metadata.xml,Chaco Culture National Historical Park,2017-06-22T00:00:00.000Z,NM,IM,936878,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2209594#Chaco Culture National Historical Park,Chaco Culture,382,22cd6d84-c1a7-4182-83e0-175802f52d2c
-106.4544011,31.76729632,941,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2008-05-20T00:00:00.000Z,TX,IM,1888906,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1047931#Chamizal National Memorial,Chamizal,107,9876e86a-d5c2-4b64-9836-71d92e194cfb
-119.7396508,34.01655127,978,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2009-09-03T00:00:00.000Z,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1049244#Channel Islands National Park,Channel Islands,144,4497b423-1d95-4234-a2fc-875d2d3909b2
-79.82487582,32.84577391,908,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2006-03-20T00:00:00.000Z,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047935#Charles Pinckney National Historic Site,Charles Pinckney,74,87a2130d-e34a-408c-9582-d39dc298c640
-83.89223082,39.70744063,1074,CHYO,Lands - http://landsnet.nps.gov/tractsnet/documents/CHYO/METADATA/chyo_metadata.xml,Charles Young Buffalo Soldiers National Monument,2013-06-03T00:00:00.000Z,OH,MW,2736075,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2196730#Charles Young Buffalo Soldiers National Memorial,Charles Young Buffalo Soldiers,240,6bdd7fa9-243f-456b-b770-fbb1db41a9bf
-97.00715806,34.46049374,921,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2006-12-19T00:00:00.000Z,OK,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/1047933#Chickasaw National Recreation Area,Chickasaw,87,b9c7075e-b5a5-417b-8a66-fcc98a634d6b
-109.3416065,32.01214105,1101,CHIR,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIR/Metadata/chir_metadata.xml,Chiricahua National Monument,2014-09-10T00:00:00.000Z,AZ,IM,2877,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047934#Chiricahua National Monument,Chiricahua,267,1409f56a-df3e-4c8d-947b-a1cd9881ff7c
-64.73996534,17.73405572,1095,CHRI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,Christiansted National Historic Site,2014-06-19T00:00:00.000Z,VI,SE,1993781,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2218479#Christiansted National Historic Site,Christiansted,261,5257b7dc-1fc5-4119-9953-0920da58ed1d
-113.7124104,42.06988424,1009,CIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/CIRO/Metadata/ciro_metadata.xml,City of Rocks National Reserve,2007-10-03T00:00:00.000Z,ID,PW,401309,National Reserve,Lands,https://irma.nps.gov/App/Reference/Profile/2171130#City of Rocks National Reserve,City of Rocks,175,78a1e286-4fb5-4bb1-9c15-0ef577e1cee2
-77.14009689,38.96762881,951,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,2008-11-17T00:00:00.000Z,MD,NC,2733426,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048149#Clara Barton National Historic Site,Clara Barton,117,9e7016f9-9e95-442e-99ce-b09788e4885a
-76.63454735,37.28246106,1160,COLO,Legacy -  POC:  dave_frederick@nps.gov,Colonial National Historical Park,2016-09-26T00:00:00.000Z,VA,NE,1478412,National Historical Park,Legacy, ,Colonial,326,3023f5c7-6554-4d29-acf6-31d6ddf09bcb
-108.6920609,39.05042535,1158,COLM,Lands - http://landsnet.nps.gov/tractsnet/documents/COLM/METADATA/colm_metadata.xml,Colorado National Monument,2016-04-01T00:00:00.000Z,CO,IM,202252,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2203268#Colorado National Monument,Colorado,324,fc7e24e7-2c15-4687-9014-0b3d7594ee74
-80.74866548,33.79186782,1197,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/METADATA/cong_metadata.xml,Congaree National Park,2017-02-06T00:00:00.000Z,SC,SE,2035095,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2229070#Congaree National Park,Congaree,363,6d675029-66dc-450f-ba7d-7c33373b8bfa
-77.04426658,38.89093673,1042,COGA,Lands - http://landsnet.nps.gov/tractsnet/documents/COGA/Metadata/coga_metadata.xml,Constitution Gardens,2011-11-03T00:00:00.000Z,DC,NC,530610,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/2181119#Constitution Gardens,Constitution Gardens,208,50016bb2-1f79-4aac-840e-5796cbc8ba23
-110.2561572,31.34900273,1022,CORO,Lands - http://landsnet.nps.gov/tractsnet/documents/CORO/Metadata/coro_metadata.xml,Coronado National Memorial,2011-02-14T00:00:00.000Z,AZ,IM,40512,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2174268#Coronado National Memorial,Coronado,188,fa753ed4-c927-4007-a6b8-d64ce538041f
-81.80935401,35.13160593,1100,COWP,Lands - http://landsnet.nps.gov/tractsnet/documents/COWP/Metadata/cowp_metadata.xml,Cowpens National Battlefield,2014-09-17T00:00:00.000Z,SC,SE,1247412,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/2218478#Cowpens National Battlefield,Cowpens,266,240de376-05b4-4439-8914-22462a052e5d
-122.1327472,42.94106575,1237,CRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/CRLA/METADATA/crla_metadata.xml,Crater Lake National Park,2017-06-05T00:00:00.000Z,OR,PW,1163670,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2242144#Crater Lake National Park,Crater Lake,403,e112252b-887f-40bd-8d03-811be4e3870c
-113.4827536,43.15185707,1225,CRMP,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMP/METADATA/crmp_metadata.xml,Craters of the Moon National Preserve,2017-05-31T00:00:00.000Z,ID,PW,1986829,National Preserve,Lands,https://irma.nps.gov/App/Reference/Profile/2242147#Craters of the Moon National Preserve,Craters of the Moon,391,634e044f-be45-43b8-90c8-033f10f7fee3
-113.5344363,43.42303798,1226,CRMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMO/METADATA/crmo_metadata.xml,Craters of the Moon National Monument,2017-05-31T00:00:00.000Z,ID,PW,1986829,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2242146#Craters of the Moon National Monument,Craters of the Moon,392,38b2ae8e-7f39-480b-a9a2-739499a73e2c
-83.60635656,36.63126384,897,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2005-07-12T00:00:00.000Z,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048072#Cumberland Gap National Historical Park,Cumberland Gap,63,0d7ce3c5-2f56-445a-a724-1e5d4f13758a
-107.1673391,38.46285024,1230,CURE,Lands - http://landsnet.nps.gov/tractsnet/documents/CURE/METADATA/cure_metadata.xml,Curecanti National Recreation Area,2017-05-25T00:00:00.000Z,CO,IM,196412,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/2210701#Curecanti National Recreation Area,Curecanti,396,0ebe7d89-0983-427f-a689-a7d05d3cf6a1
-81.56904389,41.26123633,1235,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/CUVA_metadata.xml,Cuyahoga Valley National Park,2017-04-11T00:00:00.000Z,OH,MW,1066328,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2225690#Cuvahoga Valley National Park,Cuyahoga Valley,401,20670309-a1b3-48d7-987d-090772e6423d
-84.06442181,39.80396752,1075,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/METADATA/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,2013-05-30T00:00:00.000Z,OH,MW,1083940,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2196729#Dayton Aviation Heritage National Historical Park,Dayton Aviation Heritage,241,ec054e5f-7bf8-42b4-8894-02fb8d8e4797
-82.64335416,27.52272611,1097,DESO,Lands - http://landsnet.nps.gov/tractsnet/documents/DESO/Metadata/deso_metadata.xml,De Soto National Memorial,2014-08-07T00:00:00.000Z,FL,SE,294586,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2215972#De Soto National Memorial,De Soto,263,4898d984-60c5-41f8-8ad6-72db5911c9b8
-117.1326278,36.48393063,1086,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/METADATA/deva_metadata.xml,Death Valley National Park,2014-04-22T00:00:00.000Z,CA,PW,857501,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2209590#Death Valley National Park,Death Valley,252,5198138c-7076-4bf3-8756-188846a0e98a
-74.95728914,41.10028033,1210,DEWA,LEGACY:  Park provided boundary only data.,Delaware Water Gap National Recreation Area,2016-12-19T00:00:00.000Z,PA,NE,1193711,National Recreation Area,Legacy,POC:  Kathy_Commisso@nps.gov (boundary data only),Delaware Water Gap,376,83cf6882-7f16-4706-bc8b-0f137241775c
-152.4397427,63.47750715,1167,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/DENA_metadata.xml,Denali National Preserve,2016-09-21T00:00:00.000Z,AK,AK,2760439,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2225691#Denali National Park and Preserve,Denali,333,202a1dfe-1d8b-41ba-b322-539f44c8f729
-119.0876861,37.61537361,1067,DEPO,Lands - http://landsnet.nps.gov/tractsnet/documents/DEPO/Metadata/depo_metadata.xml,Devils Postpile National Monument,2013-01-25T00:00:00.000Z,CA,PW,266641,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2194467#Devils Postpile National Monument,Devils Postpile,233,827baf6f-f38c-4cea-98fb-3482541e1b2a
-104.7156342,44.59064562,1105,DETO,Lands - http://landsnet.nps.gov/tractsnet/documents/DETO/METADATA/deto_metadata.xml,Devils Tower National Monument,2014-12-08T00:00:00.000Z,WY,IM,2733421,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2220218#Devils Tower National Monument,Devils Tower,271,3a248c34-48f6-49be-b587-506f377cfc24
-108.9377028,40.50596642,1236,DINO,Lands - http://landsnet.nps.gov/tractsnet/documents/DINO/Metadata/dino_metadata.xml,Dinosaur National Monument,2017-04-07T00:00:00.000Z,CO,IM,169567,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2223241#Dinosaur National Park,Dinosaur,402,3410bc2c-0938-4b5f-9b75-3c67c9dbd3c2
-82.87179065,24.64883027,931,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007-11-07T00:00:00.000Z,FL,SE,307632,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047947#Dry Tortugas National Park,Dry Tortugas,97,55260f63-884d-4116-bfa7-b46f5f685967
-122.6877159,48.214014,835,EBLA,LEGACY: contact allen_mccoy@nps.gov for additional information,Ebey's Landing National Historical Reserve,2015-04-22T00:00:00.000Z,WA,PW,1888910,National Historical Reserve,Legacy, ,Ebey's Landing,1,a5957fb4-976d-4f9c-b050-ca232173ca64
-75.1500062,39.96195482,958,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,2009-03-17T00:00:00.000Z,PA,NE,1888911,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048151#Edgar Allan Poe National Historic Site,Edgar Allan Poe,124,b7df9838-cecb-42ab-9c32-a2ce5891b447
-91.20777104,43.09145766,926,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2007-02-22T00:00:00.000Z,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048392#Effigy Mounds National Monument,Effigy Mounds,92,42cce7f2-c7a7-4c84-b1de-172ba446d409
-77.26508102,39.79577487,1076,EISE,Lands - http://landsnet.nps.gov/tractsnet/documents/EISE/METADATA/eise_metadata.xml,Eisenhower National Historic Site,2013-07-08T00:00:00.000Z,PA,NE,1888912,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2196717#Eisenhower National Historical Park,Eisenhower,242,cae5f664-f762-4526-8771-b8fb10ec4adf
-107.9777345,34.78621896,1206,ELMA,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMA/Metadata/elma_metadata.xml,El Malpais National Monument,2017-01-20T00:00:00.000Z,NM,IM,1888913,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2239599#El Malpais National Monument,El Malpais,372,4f2f56a5-1611-48d1-af18-830684eab5ac
-108.3463984,35.03895884,920,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006-12-11T00:00:00.000Z,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047951#El Morro National Monument,El Morro,86,2a53f6b5-050c-4420-9697-63b2b8f56f21
-73.89687748,41.76086389,1019,ELRO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELRO/Metadata/elro_metadata.xml,Eleanor Roosevelt National Historic Site,2011-04-22T00:00:00.000Z,NY,NE,1888914,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2171829#Eleanor Roosevelt National Historic Site,Eleanor Roosevelt,185,1fb27679-5d8f-4a01-b2cb-e4b17075893d
-122.0271566,37.82604456,962,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009-05-14T00:00:00.000Z,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048393#Eugene O'Neill National Historic Site,Eugene O'Neill,128,afd80222-64ef-4cf7-a129-56169905771e
-80.88182401,25.37216762,856,EVER,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Everglades National Park,2013-12-18T00:00:00.000Z,FL,SE,293666,National Park,Legacy, ,Everglades,22,cba0211f-ecc5-42a1-8ae9-9295acc416cd
-74.01025987,40.70731466,1199,FEHA,Lands - http://landsnet.nps.gov/tractsnet/documents/FEHA/METADATA/feha_metadata.xml,Federal Hall National Memorial,2017-03-30T00:00:00.000Z,NY,NE,2057537,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2210702#Federal Hall National Memorial,Federal Hall,365,8a063db1-a71b-4f66-a2a8-3cfb71e60cd2
-81.37593264,40.79662217,1077,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/METADATA/fila_metadata.xml,First Ladies National Historic Site,2013-08-07T00:00:00.000Z,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2203269#First Ladies National Historic Site,First Ladies,243,0eb032cc-a774-4913-a412-53958a0c9255
-75.56362482,39.83184434,1114,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/METADATA/frst_metadata.xml,First State National Historical Park,2015-06-18T00:00:00.000Z,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2223243#First State National Monument,First State,280,c4a4a3de-facc-49e4-b289-8257874a08de
-78.89457021,40.06061151,1066,FLNI,Lands - http://landsnet.nps.gov/tractsnet/documents/FLNI/Metadata/flni_metadata.xml,Flight 93 National Memorial,2013-02-05T00:00:00.000Z,PA,NE,1986830,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2194468#Flight 93 National Memorial,Flight 93,232,da7100d3-e4fd-4217-967f-6b15c5d9aa0c
-105.2803394,38.91260206,904,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2005-11-22T00:00:00.000Z,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047956#Florissant Fossil Beds National Monument,Florissant Fossil Beds,70,8d2028b3-ca3c-4fab-a8eb-f64b56919d61
-77.02565974,38.89666226,917,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,2006-09-21T00:00:00.000Z,DC,NC,530748,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048156#Ford's Theatre National Historical Site,Ford's Theatre,83,83280fd5-9abe-4f3f-af2e-c3862e89e8f1
-109.4511317,32.14925916,883,FOBO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,Fort Bowie National Historic Site,2004-05-12T00:00:00.000Z,AZ,IM,1888916,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047958#Fort Bowie National Historic Site,Fort Bowie,49,a5032469-562d-49c4-acf0-e5384ff8515b
-81.50027274,30.38460545,1148,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016-06-07T00:00:00.000Z,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2230260#Fort Caroline National Memorial,Fort Caroline,314,f40095c4-c076-42c1-98e9-e1e6a4e6359b
-103.8961905,30.59930362,1048,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2011-12-21T00:00:00.000Z,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2182229#Fort Davis National Historic Site,Fort Davis,214,7ed434b9-5ecb-4ab6-8128-6445fcc86e44
-87.86088301,36.48728222,1123,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/METADATA/fodo_metadata.xml,Fort Donelson National Battlefield,2015-07-27T00:00:00.000Z,TN,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/2224521#Fort Donelson National Battlefield,Fort Donelson,289,56d8c745-b5f4-4e96-900d-eac127c6e338
-81.38984256,31.22355511,932,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2007-12-05T00:00:00.000Z,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047961#Fort Frederica National Monument,Fort Frederica,98,bab3d939-7713-4497-8709-429dd236a937
-104.5459092,42.20301606,1150,FOLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLA/METADATA/fola_metadata.xml,Fort Laramie National Historic Site,2016-06-02T00:00:00.000Z,WY,IM,1597073,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2196718#Fort Laramie National Historic Site,Fort Laramie,316,807c9364-d408-4796-99ed-c87fa36314de
-99.21697509,38.18449077,985,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010-07-28T00:00:00.000Z,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2165328#Fort Larned National Historic Site,Fort Larned,151,690bbab5-940a-42ba-9ce2-05e1589e9ded
-81.23866231,29.71140526,977,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009-10-26T00:00:00.000Z,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1049233#Fort Matanzas National Monument,Fort Matanzas,143,51816b1d-4268-4d76-b1e0-075043e049b4
-76.58044164,39.26395311,1087,FOMC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMC/METADATA/fomc_metadata.xml,Fort McHenry National Monument and Historic Shrine,2012-01-13T00:00:00.000Z,MD,NE,595218,National Monument and Historic Shrine,Lands,https://irma.nps.gov/App/Reference/Profile/2210703#Fort McHenry National Monument and Historic Shri*,Fort McHenry,253,d72fe2f7-1e68-41d9-9ce4-ce7b85bc7c05
-76.29817836,37.02083955,1192,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2016-08-30T00:00:00.000Z,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2235460#Fort Monroe National Monument,Fort Monroe,358,f3ac79bb-245a-4b0a-ba44-5356645447ac
-79.5886907,39.81003749,1080,FONE,Lands - http://landsnet.nps.gov/tractsnet/documents/FONE/METADATA/fone_metadata.xml,Fort Necessity National Battlefield,2013-09-24T00:00:00.000Z,PA,NE,1193713,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/2208012#Fort Necessity National Battlefield,Fort Necessity,246,1f2ed638-dd8e-44b9-9071-b25e34781c71
-122.4737172,37.80840018,971,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010-02-24T00:00:00.000Z,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1049236#Fort Point National Historic Site,Fort Point,137,d7d9cd11-65b1-4079-8d1c-c16e29441c74
-80.94362859,32.03477743,1018,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010-12-21T00:00:00.000Z,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2171830#Fort Pulaski National Monument,Fort Pulaski,184,b45c8e08-82be-43a1-b996-2d0d7c8b62f0
-94.70429174,37.84358848,991,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2010-08-16T00:00:00.000Z,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2166414#Fort Scott National Historic Site,Fort Scott,157,1b1ea806-7ed7-4f34-a871-74c22ee0bd6f
-94.43127173,35.38832353,1202,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017-03-14T00:00:00.000Z,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048155#Fort Smith National Historic Site,Fort Smith,368,9b1d09dd-6068-442c-a7d7-0d5c7739e87d
-75.45557626,43.2105344,988,FOST,Lands - http://landsnet.nps.gov/tractsnet/documents/FOST/Metadata/fost_metadata.xml,Fort Stanwix National Monument,2010-07-08T00:00:00.000Z,NY,NE,1888919,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2165601#Fort Stanwix National Monument,Fort Stanwix,154,84cdf797-d072-4bad-aca8-222e8972cde9
-79.87933364,32.75359427,903,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter National Monument,2005-11-03T00:00:00.000Z,SC,SE,1222505,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047964#Fort Sumter National Monument,Fort Sumter,69,96f885b7-b7cc-498f-bd48-70fdbb82d164
